id,status_legacy,project_date,started_on,won_on,last_contact_on,proposal_sent_on,concept,services_array,budget_notes,location_text,next_steps,budget_low,budget_high,status
002e5b4b-907e-4fa2-a08a-a1b5ee535688,In Progress,Retainer - 4/1/25 - 3/31/26,1/22/2025,3/7/2025,,1/31/2025,Marketing Initative for N/A Brands,"[""Liquor Cabinet Program""]",,TBC,"GD updating Liquor Cabinet Deck and will send over to them. GD, 1/29",,,Closed Won
005511ab-7e17-4a40-8e00-53ebd6c7bcdc,Warm Lead,May/June 2024,4/1/2024,,4/1/2024,,Coach Coffee Shop,"[""Executive Production""]",,New York,"Timeline to program their chef partners was super agressive. We countered their timeline, but they passed because our fee was too high. - 4/22/24",,,Initial Contact
006d85ab-4120-40dc-b858-811156c3bf70,Canceled,12/xx/2025,6/25/2025,,11/7/2025,,Wrensilva sending a vinyl console to DWR on Melrose in LA. Looking for help concepting + producing a worthwhile event to help draw design/creative crowd,"[""Consulting""]",Not disclosed,Los Angeles,"Due to short lead time, client cancelled this moment. Hoping to find future ways of working together. SY 11/07",,,Initial Contact
00d46b47-0b63-4461-b6ed-46a20e7e4c67,Warm Lead,,1/15/2025,,1/15/2025,,TBC,"[""Gifting""]",,TBC,"Sue got connected and we are scheduling a meeting in January, GD, 12/17",,,Initial Contact
016bb366-5b89-4991-8b02-3972604179e0,Complete,9/5/24,,,,,Fall Fashion Week: Madewell x Alexa Chung Collab Launch Dinner,"[""Executive Production""]",,New York,Intake Notes here ,,,Closed Won
02cd00e5-d20f-482b-8cfc-5dc11e60ccb3,Warm Lead,,7/1/2024,,7/1/2024,,TBD,"[""Executive Production""]",,TBD,"Sue reached out to team for 2024 events, no response from client yet - 7.2.24",,,Initial Contact
02f712a3-b8a9-4aff-80c2-53b9b94b6a2a,Complete,6/6/24,,,,,Golden Event,"[""Executive Production""]",,Los Angeles,Intake Notes here  ,,,Closed Won
0352c507-7455-4f59-b325-75e443f2bd06,Complete,02/10/2026 + 02/13/2026,10/24/2025,11/25/2025,1/16/2026,11/25/2025,Madewell x Substack Summit + Meet the Maker Event,"[""Executive Production""]",$255k all in,NY + secondary markets,Onboarding happend 11/25. Proposal due for 3rd week of December. SY 12/03,250000,250000,Closed Won
041b31d5-3316-4bd0-a0f4-14ebca06a45a,Warm Lead,,1/13/2025,,1/13/2025,,B2B Events,"[""Executive Production""]",,"New York, Austin, Miami","Intake here - they are interested in production + RSVP Management, Gaby chatting scope and fees. 10/22",,,Initial Contact
042eafd7-de62-4cbe-a874-149abe7217c1,Prospecting,02/XX/2026,12/4/2025,,12/11/2025,,NYFW Gifting suite,"[""Event Concepting"", ""Executive Production""]",Not disclosed,USA,NB had intake call. Awaiting client brief. SY 12/17,,,Initial Contact
05265264-d959-49c7-9211-bc54013b031a,No-Go,12/3/2025,3/25/2025,,9/29/2025,6/17/2025,DealBook Conference,"[""Executive Production""]",Not disclosed,TBC,NYT to confirm budgets for gifting and VIP dinner. GD followed up for feedback on 09/17. We're still waiting on angela to get back to us SY 10/10,,,Closed Lost
05cde011-e6b2-4d15-ae65-3cf80456eadf,Complete,12/6/24,,,,,Holiday event at Pebble Bar,"[""Executive Production""]",,New York,Intake here,,,Closed Won
06beaa3f-91e5-428f-9b4b-eaa1dc535468,Complete,2/20/25-2/22/25,7/10/2024,7/10/2024,,8/22/2024,Resy x Mozza Opening + GDA Nights,"[""Executive Production""]",,DC,,,,Closed Won
06d6c37b-1b2e-45ed-b7c8-9885088db121,Canceled,October/November 2025,9/10/2025,,10/8/2025,,KOL + Media Dinner in Roscioli wine cellar; Dinner to promote their Wine Club and Dinner Club,"[""Executive Production""]",TBC; $75K or less,New York (Soho),Cancelled event due to delays in approvals from Italy team. NB to continue nurturing relationship for 2026. SY 10/08,,,Closed Lost
07d07bee-75bd-435b-aa29-a1427e99426c,No-Go,December 2025,10/9/2025,,10/15/2025,,"Black-tie, poker-themed Christmas party this year; Interested in co-producing annual party with CoC","[""Executive Production""]",Zero budget; Client thought CoC might want to sponsor ,NY,"NB took intake call; Client was mostly interested in hearing about CoC services, but was curious if we could help find sponsor seeing that Treetop has no budget. 10/15 SY ",,,Declined by Us
083d7b1c-5d96-40c8-8fad-9069a3a1bb48,Prospecting,2026,9/2/2025,,1/15/2026,,2026 planning,"[""Executive Production""]",Not disclosed,New York,NB to explore concepting scope and 2026 planning. SY 1/16,,,Initial Contact
08b4ce95-37f4-4294-b0aa-a0fd73662d4b,Complete,12/16/2025,1/16/2025,,9/29/2025,,Marty Supreme Premiere | Official NY Premiere Party,"[""Executive Production""]",$200k,New York,GD will kick off onboarding on 10/06. SY 09/26,,,Closed Won
08e72418-94c4-4339-a2ac-41a86fb752f4,Warm Lead,,7/1/2024,,7/1/2024,,"Holiday Party
Food & Film series in 2024 Q1
Tastemaker Dinners in 2024","[""Executive Production""]",,TBD,Darcy passed on BABES but looped us in to help plan two cocktail events for the summer. Sue is owning this scope. 6.4,,,Initial Contact
0977a0ba-8375-41c1-bb5e-e0389fef3aa3,Warm Lead,,1/13/2025,,1/13/2025,,TBC,"[""Executive Production""]",,TBC,"Jess reached out about an event in October and we had to pass due to bandwidth. To ensure future opps, we are signing an MSA and hopping on a call to be a preferred vendor. She never responded, so I followed up. GD, 12/3",,,Initial Contact
09949bb6-0120-4713-9dfc-7180ff4fc27b,Warm Lead,7/1/2024,6/1/2024,,6/1/2024,,Good Boy & Friends,"[""Executive Production""]",,Los Angeles,"Reached out to Cole about marketing their festival. Timing is tight, but Gaby taking the call to see how we can work together at large, 6/7",,,Initial Contact
09a89a5c-8b75-41cc-9355-189c81a841d0,No-Go,,6/6/2025,,6/6/2025,,David Gelles Book Launch,"[""Marketing""]",,Manhattan,"Annie and CoC worked together when she was at NYT Cooking! Annie reached out to CoC for a ook launch party for David Gelles. CoC couldn't take it on due to low budget. SY, 06/02.",,,Declined by Us
09e44ae6-baa3-4996-80b8-00de7971bc7a,No-Go,TBC,5/23/2025,,5/23/2025,,TBC,"[""Executive Production""]",,"Puglia, Italy","Francesco reached out for introduction and possible collaboration. Terramadre homes manages a selection of properties with tangental full suite of luxury concierge. They're looking for like-minded partners who can manage the international promotion and commercialization of their villas, targeting a qualified and high-end clientele. SY, 05/30",,,Declined by Us
0a44b17d-6194-4708-86c4-3e189f94ce85,No-Go,09/30/25-10/05/25,,,,,Raleigh Store Launch,"[""Programming""]",,"Raleigh, NC","Client is celebrating a new store concept tied to a campaign launch later this month. The first store of its kind will open in Raleigh NC on 10/1. Client is looking to host a preview party the night before opening (9/30) and opening day events for customers (10/1). They will also have weekend programming (10/4 - 10/5). This event will need to be highly brand aligned with the new concept, with each touchpoint translating across all events. SY, 07/29",,,Declined by Us
0b10580d-e0e8-4a11-a0df-ec7e566fafd7,No-Go,10/1/2025,6/27/2025,,8/15/2025,,Power Lunch,"[""Programming""]",Not disclosed,TBC,"Sue had a quick chat with Barbara and she mentioned they'll be ready to talk in late July. GD, 6/27",,,Declined by Us
0ba5b48a-1595-4b17-b2f4-9b0695b99c22,No-Go,12/2/2025,2/17/2025,4/29/2025,9/18/2024,10/6/2025,VIP RSVP for Shaken Nights Giving Tuesday Event,"[""Executive Production""]",TBC,New York,GD upselling VIP RSVP Management. Client asked GD to share case studies or event recaps on Care of Chan’s VIP services SY 09/12,,,Closed Lost
0bb652ed-dda9-4b08-ab79-0208a057545c,No-Go,Summer 2025,1/12/2025,,,,Highest 2 Lowest Spike Lee Event,"[""Executive Production""]",,New York,"Notes here. Sara'o gave Sue and I the heads up that this might happen pending budget when we checked in at the top of 2025. GD, 1/15",,,Initial Contact
0c083fa8-91c3-4d9c-a88d-7b18d08287fd,Complete,10/6/25 + 10/13/25,8/11/2025,,8/27/2025,,"Good Fortune Premieres (LA + NY); CoC to own Creative Direction SOW and pass off to external production team 
","[""Executive Production""]",$225K all-in (NY + LA),LA + NYC,,225000,225000,Closed Won
0c5669b8-0100-45ad-b1d4-3edf8969b222,No-Go,,,,4/7/2025,,Tribeca Gallery Opening,"[""Executive Production""]",,New York,We did not have the bandwidth to take on the event.,,,Declined by Us
0c73c6fc-0838-4225-bf61-39003e091293,No-Go,,6/18/2025,,6/18/2025,,Buffing Bar Launch,"[""Executive Production""]",,New York,"Soft Services didn't have budget to work with us, but we shared consulting option - Unfortunately was still out of budget. SY, 06/18",,,Closed Lost
0cb6d037-73c4-4cb0-8ade-69000d513173,Canceled,4/25/2025,2/3/2024,2/21/2025,,3/12/2025,Ripple Fry Stand After Hours,"[""Executive Production""]",,New York,"GD to kick off Event Concepting scope. See here for full details. GD, 1/18",,,Closed Lost
0cfb5cb8-0e1d-4b31-85b3-815d0091d4a2,Warm Lead,2026,10/22/2025,,10/22/2025,,Came to us for referrals of contacts we work with in the pastry/dessert space; Good RTH client,"[""Executive Production""]",Not disclosed,NY,Reach out when we have RTH. SY 10/23,,,Initial Contact
0d2c1014-b84a-426b-b0fa-c80e069576f6,No-Go,9/4/2025,7/17/2025,,8/5/2025,,Alex Morgan event,"[""Consulting""]",,New York,"Perry Ross used to work at Bobbie. Bobbie is planning a fun activation tied to campaign with Alex Morgan, centered on redefining the idea of a ""soccer mom"". SY, 07/22",,,Declined by Us
0d679f47-8909-4797-a03d-95c5bb8d2a3d,Complete,12/2/2025,9/11/2025,,12/2/2025,,Dior Beauty Holiday Dinner ,"[""Marketing""]",$100K all-in,NY,Working on contract next steps with client. Client asked for a rough proposal of budget allocation. GD to chat with team and get back to client next week. SY 09/26,100000,100000,Closed Won
0dbc85a3-141b-4ba7-8bda-88666a87b4d0,No-Go,02/26/2026,11/13/2025,,12/3/2025,,F&B for the HRF Tyranny Tracker Launch Event,"[""Executive Production""]",$250K-$500K,Manhattan,Passed due to brand misalignment and bandwdith. SY 12/04,250000,500000,Declined by Us
0dec304f-a430-4d04-adcd-b769a3a1411c,No-Go,,,7/1/2024,7/1/2024,,Ted x Adobe Design Conference Dinner,"[""Executive Production""]",,TK,"We ended up passing on this because of bandwidth, but Gaby to plan on circling back in May for potential future projects.",,,Declined by Us
0fd67d03-fa94-4f80-9dec-d75351e0cd0b,No-Go,2026,6/20/2025,,1/13/2026,8/8/2025,La Residence Programming,"[""Executive Production""]","$8K/month - Annual Term ($96k)
+ 10% commission for any brand events and public ticket sales that we secure for the La Résidence venue.",New York,"Client says they've had to reprioritize and will not be able to engage with us, for now. SY 1/13",96000,96000,Closed Lost
1058654c-5e95-44a3-93b8-f61993ff272f,Complete,3/14/2025,1/24/2025,1/24/2025,,2/14/2025,Café Gitane Partnership,"[""Executive Production""]",,New York,"GD setting up call for this week to grab more details. GD, 1/21",,,Closed Won
105aefdf-5313-4d91-8f3c-b01e3aa21815,Warm Lead,"September 18/19 or September 25/26., ",6/1/2024,,6/1/2024,,Hotel Grand Opening Cocktail Party,"[""Executive Production""]",,New York,Intake Notes here,,,Initial Contact
10968de9-c33a-424d-8921-aab8ec8d0cbf,Complete,9/23/24,,,,,Climate Forward VIP Dinner,"[""Programming""]",,New York,Intake Notes here,,,Closed Won
10baee10-4791-4bab-a2b1-e9afae4e0af1,Warm Lead,,10/1/2024,,10/1/2024,,TBD,"[""Executive Production""]",,TBD,Gaby scheduling intake for week of 9/16,,,Initial Contact
110cd1c5-b35c-446f-a7d4-32b6eb1e05f9,Warm Lead,2026,11/11/2025,,11/13/2025,,Client thinking about how to bring culinary into ICASF 2026 exhibitions ,"[""Executive Production""]",Not disclosed,San Francisco,Perfect for RTH. SY 11/13,,,Initial Contact
116fd667-b52c-45ed-8498-39c7f47170a2,Warm Lead,10/1/2024,9/1/2024,,9/1/2024,,10th Anniversary Event,"[""Concepting"", ""Executive Production""]",,New York,"Intake Notes here - Scoping other agencies. Gaby shared our deck and is waiting on next steps. Gaby checked in with Natasha about this since Resy is sponsoring, waiting to hear back - 8.5",,,Initial Contact
11be9123-da99-4fdf-8521-158a802d66f3,No-Go,01/01/2026,10/10/2025,,10/15/2025,,"Nike Sports Marketing team launching a global “Welcome Pack” program for newly signed athletes (across all sports) starting in January 2026. CoC tapped to help standardize and elevate athlete onboarding with a premium, storytelling-driven gifting moment.","[""Event Concepting"", ""Executive Production""]","~$400K estimate based on $2,000/unit × 200 units",USA,Passed due to bandwidth. Will circle back mid-November to chat 2026. SY 10/21,,,Declined by Us
11c1ab5b-1b60-4616-9ae0-8ad5bb869c26,Warm Lead,,,,2/25/2025,,TBC,"[""Executive Production""]",,New York,"Afoma connected us. GD scheduling a call. GD, 1/31",,,Initial Contact
12d4e75a-f4ec-4f29-9703-8829bfae73ea,Complete,2/20/2025,7/10/2024,7/10/2024,,8/22/2024,Occidental Opening – GDA Night (DC),services_array,,"Washington, DC",Intake notes here,,,Closed Won
1369ad68-865c-4e55-804b-cb1c31f7d124,Prospecting,xx/xx/2026,10/31/2025,,11/6/2025,,Two special events for client's 2026 restaurant opening,"[""Liquor Cabinet Program""]",Not disclosed,New York,SY had intake call on 11/06 and sent agency deck as follow up. SY 11/12,,,Initial Contact
